term,GRS,Campus,College,Department,Program,program_no,Residency,Student_Type,Race,URM,Level,service_region,state,county,class,learner_age,cohort,retained
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Kenton,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Lewis,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Marion,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Pike,Sophomore,14 <= Age <= 20,4,3
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Sophomore,14 <= Age <= 20,3,2
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Garrard,Freshman,14 <= Age <= 20,2,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Sophomore,14 <= Age <= 20,1,0
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Lincoln,Sophomore,14 <= Age <= 20,2,2
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Freshman,14 <= Age <= 20,2,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Sophomore,14 <= Age <= 20,4,4
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,McCreary,Sophomore,14 <= Age <= 20,1,0
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2026,Official GRS (Full-time Bachelors Seeking),On-Campus Program,College of STEM,Biological Sciences,BS in Biomedical Sciences,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Freshman,14 <= Age <= 20,1,0
